meeting_hours_per_week,meeting_counts_per_week,messages_sent_per_day,messages_received_per_day,avg_response_latency_min,communication_burstiness,after_hours_message_ratio,communication_balance,conversation_length_avg,avg_tasks_assigned_per_week,avg_tasks_completed_per_week,task_completion_rate,avg_task_age_days,overdue_task_ratio,task_comment_sentiment_mean,logged_hours_per_week,variance_in_work_hours,late_start_count_per_month,early_exit_count_per_month,absenteeism_rate,avg_break_length_minutes,performance_score,burnout_risk_score
7.8,12,82,90,11.7,0.52,0.148,0.9,15.7,25,23,0.91,8.3,0.1,0.45,37.1,1.48,4,3,0.048,44.2,0.8,0.31
9.0,10,84,141,9.7,0.46,0.311,0.6,8.0,30,30,1.0,11.2,0.11,0.03,46.5,1.61,1,1,0.018,54.4,0.79,0.45
8.8,13,102,124,15.2,0.13,0.186,0.82,17.7,16,13,0.82,2.7,0.2,-0.26,46.1,0.5,2,1,0.073,32.2,0.64,0.49
10.5,15,105,30,11.2,0.33,0.022,1.4,15.8,23,22,0.96,5.2,0.05,0.04,41.1,1.49,1,2,0.078,47.4,0.77,0.39
8.0,10,65,69,10.6,0.13,0.029,0.93,15.5,28,23,0.83,4.4,0.13,0.22,45.6,1.08,1,1,0.055,46.4,0.74,0.28
12.4,14,64,128,11.6,0.35,0.395,0.6,23.2,20,19,0.97,6.8,0.06,-0.02,43.1,1.61,2,1,0.036,47.0,0.78,0.52
7.2,5,53,104,9.5,0.84,0.226,0.6,22.2,18,13,0.73,1.4,0.28,-0.0,35.6,1.75,2,1,0.043,60.4,0.58,0.24
15.0,19,97,69,10.0,0.2,0.227,1.39,15.4,22,17,0.75,3.2,0.24,-0.07,41.3,1.7,1,0,0.009,38.6,0.65,0.54
9.9,14,116,80,7.1,0.34,0.026,1.4,14.8,21,20,0.95,1.0,0.07,0.13,40.1,2.2,1,0,0.029,37.1,0.76,0.37
5.4,8,72,42,6.2,0.32,0.234,1.4,17.4,19,18,0.95,1.7,0.0,0.3,42.3,2.6,3,1,0.078,35.8,0.75,0.29
4.8,15,73,97,5.0,0.22,0.199,0.74,9.1,21,17,0.79,4.0,0.2,-0.19,46.1,0.93,3,1,0.044,35.2,0.62,0.36
9.4,9,116,166,3.0,0.44,0.137,0.69,9.2,24,21,0.88,11.0,0.06,-0.24,35.4,1.31,2,1,0.045,61.5,0.71,0.44
7.3,7,92,124,5.6,0.81,0.045,0.74,15.4,20,16,0.81,7.0,0.19,0.06,40.2,1.87,5,0,0.076,43.9,0.62,0.26
10.1,11,90,165,9.1,0.26,0.151,0.6,7.7,32,22,0.7,6.2,0.26,-0.2,38.7,1.44,2,1,0.071,60.3,0.6,0.39
9.4,11,50,126,10.5,0.24,0.123,0.6,15.0,17,12,0.71,10.0,0.26,-0.29,38.9,0.14,1,1,0.045,49.1,0.55,0.47
7.8,9,96,130,8.6,0.6,0.115,0.73,12.8,36,26,0.72,7.2,0.22,0.04,38.7,1.4,0,1,0.022,31.9,0.63,0.37
5.5,9,56,159,1.0,0.29,0.176,0.6,7.7,23,20,0.88,7.4,0.18,0.31,42.3,2.12,1,0,0.009,30.0,0.74,0.3
3.5,13,51,111,17.9,0.37,0.065,0.6,12.1,28,22,0.78,4.6,0.18,-0.13,44.1,0.8,5,0,0.069,30.0,0.65,0.28
6.7,10,71,94,15.4,0.11,0.077,0.75,18.5,29,22,0.74,4.1,0.23,-0.12,43.4,1.61,3,2,0.074,31.6,0.66,0.41
10.6,13,65,130,12.2,0.24,0.015,0.6,12.4,21,21,0.98,2.1,0.09,-0.35,42.7,0.55,0,1,0.04,60.3,0.78,0.4
8.6,14,74,143,19.5,0.08,0.192,0.6,12.4,18,13,0.74,4.2,0.29,-0.26,44.5,1.94,0,0,0.008,64.5,0.68,0.45
4.3,9,43,85,5.1,0.22,0.07,0.6,13.6,27,24,0.9,5.2,0.0,0.17,50.0,1.62,2,0,0.048,46.4,0.76,0.31
8.5,14,103,78,19.4,0.21,0.095,1.3,14.3,16,15,0.97,7.0,0.1,-0.01,42.5,1.22,2,1,0.029,58.9,0.8,0.41
9.2,10,108,104,5.2,0.34,0.068,1.03,10.3,24,18,0.75,5.9,0.3,-0.31,46.1,1.29,0,1,0.013,36.7,0.67,0.41
5.3,13,31,124,11.2,0.49,0.37,0.6,13.8,25,19,0.76,4.9,0.3,0.02,45.9,0.75,0,0,0.074,35.6,0.61,0.5
8.5,19,104,123,3.6,0.4,0.131,0.84,6.8,19,17,0.87,3.3,0.16,-0.04,49.1,2.0,3,3,0.019,56.6,0.75,0.41
8.2,9,59,57,10.1,0.06,0.254,1.02,8.0,21,18,0.85,7.2,0.09,0.78,44.2,1.1,4,1,0.057,47.5,0.71,0.26
4.6,14,101,157,11.9,0.17,0.132,0.64,8.6,26,22,0.86,4.5,0.14,0.02,38.6,1.75,3,3,0.034,56.0,0.72,0.33
9.1,11,78,80,9.2,0.23,0.047,0.96,14.3,24,21,0.87,7.1,0.06,-0.79,43.2,1.02,0,1,0.066,45.8,0.69,0.6
9.7,13,80,92,13.6,0.31,0.105,0.86,12.8,17,17,0.98,1.0,0.0,-0.23,43.0,2.6,1,0,0.056,39.4,0.75,0.45
11.2,11,75,72,10.5,0.06,0.13,1.03,11.3,25,18,0.72,7.0,0.23,0.03,45.3,2.28,2,1,0.01,41.8,0.65,0.5
11.2,8,110,180,7.4,0.55,0.249,0.61,15.5,26,24,0.93,8.2,0.04,-0.13,38.5,2.54,4,2,0.036,49.6,0.72,0.46
3.9,24,49,107,7.2,0.2,0.337,0.6,13.9,17,13,0.77,7.9,0.24,-0.31,47.1,2.6,2,0,0.021,48.6,0.66,0.51
5.2,18,95,74,14.1,0.18,0.027,1.27,10.6,29,24,0.81,5.4,0.17,-0.44,42.0,1.18,2,1,0.057,31.0,0.6,0.37
9.5,9,107,125,6.7,0.35,0.076,0.85,6.8,28,20,0.73,8.7,0.25,-0.29,45.4,1.06,1,1,0.044,43.2,0.61,0.47
9.5,14,97,123,14.6,0.08,0.05,0.78,7.9,24,20,0.83,2.2,0.15,0.01,43.2,2.51,1,4,0.027,30.0,0.73,0.36
9.5,13,138,94,16.1,0.11,0.074,1.4,5.0,23,22,0.94,5.7,0.13,0.08,42.5,1.43,6,1,0.026,39.8,0.77,0.38
15.0,13,66,125,1.7,0.32,0.05,0.6,12.7,13,9,0.73,5.4,0.3,-0.51,42.9,1.92,2,4,0.009,31.2,0.64,0.55
9.7,14,103,75,15.7,0.32,0.317,1.36,7.7,28,22,0.78,9.1,0.19,0.15,44.7,1.19,2,1,0.017,30.0,0.69,0.44
11.4,15,77,85,20.3,0.51,0.278,0.9,9.5,16,13,0.81,1.0,0.2,-0.46,49.8,1.2,6,0,0.057,78.2,0.6,0.6
10.9,9,110,39,11.3,0.08,0.315,1.4,11.4,34,25,0.73,2.8,0.23,0.0,35.0,1.91,1,2,0.049,33.4,0.65,0.4
10.0,9,79,60,13.0,0.6,0.086,1.3,17.2,24,22,0.93,11.2,0.11,0.09,44.2,0.52,2,2,0.028,30.9,0.72,0.35
7.1,5,70,154,15.2,0.3,0.155,0.6,16.6,27,25,0.94,1.0,0.04,-0.22,42.2,1.89,2,0,0.067,69.3,0.66,0.3
10.3,15,112,149,8.6,0.22,0.044,0.75,11.7,19,18,0.95,8.4,0.01,-0.23,41.3,1.76,1,2,0.039,30.0,0.73,0.37
5.7,14,67,101,10.9,0.28,0.301,0.66,18.3,38,33,0.88,3.9,0.22,-0.01,35.0,1.23,2,2,0.064,30.0,0.69,0.35
7.3,18,44,149,3.4,0.65,0.295,0.6,5.0,34,29,0.85,6.8,0.08,-0.15,44.3,1.51,1,2,0.062,41.9,0.65,0.49
6.5,8,67,95,10.7,0.28,0.081,0.7,21.4,33,26,0.78,10.2,0.1,-0.06,41.5,1.59,3,0,0.068,37.6,0.68,0.31
8.2,12,95,92,12.5,0.41,0.151,1.02,15.5,30,27,0.9,6.9,0.14,0.17,38.7,1.62,1,0,0.068,35.4,0.73,0.33
14.9,11,114,101,12.6,0.12,0.193,1.12,12.5,22,18,0.83,10.3,0.15,0.1,42.2,1.85,2,1,0.054,31.2,0.64,0.56
2.4,13,82,96,15.3,0.22,0.221,0.85,7.5,23,23,0.99,4.5,0.0,-0.17,40.8,1.09,1,1,0.06,42.2,0.73,0.35
10.1,9,112,93,6.1,0.49,0.058,1.19,9.8,20,20,0.99,4.9,0.15,-0.06,35.0,2.85,3,0,0.062,69.5,0.79,0.41
3.2,17,46,134,7.3,0.18,0.066,0.6,15.0,27,26,0.97,8.4,0.06,-0.25,42.4,1.4,1,1,0.014,30.0,0.76,0.31
6.6,15,68,104,19.5,0.48,0.183,0.65,15.2,23,19,0.81,4.7,0.19,0.17,44.3,1.43,2,0,0.024,57.6,0.68,0.3
11.3,13,72,121,9.2,0.26,0.069,0.6,15.3,24,19,0.81,7.8,0.15,0.41,39.8,2.47,1,1,0.008,68.0,0.76,0.34
8.2,14,77,130,11.0,0.68,0.136,0.6,8.4,31,30,0.96,9.6,0.07,-0.22,43.0,0.59,2,2,0.015,35.6,0.79,0.48
4.8,11,82,111,9.7,0.64,0.069,0.73,7.4,23,21,0.92,8.6,0.0,0.09,42.4,2.47,3,0,0.062,50.6,0.74,0.36
5.9,19,97,70,5.9,0.42,0.273,1.37,13.0,29,26,0.91,1.3,0.06,0.31,46.2,1.55,3,2,0.076,43.2,0.77,0.44
10.0,16,68,59,18.1,0.12,0.061,1.13,15.8,18,14,0.78,5.0,0.21,-0.11,41.6,1.23,4,2,0.054,30.0,0.68,0.48
5.8,11,83,104,7.4,0.06,0.204,0.79,12.0,33,31,0.95,6.8,0.06,0.21,45.2,0.94,1,0,0.071,63.3,0.75,0.32
8.6,10,78,94,4.4,0.1,0.158,0.82,19.4,21,18,0.87,5.3,0.12,-0.0,40.7,0.87,2,0,0.025,45.5,0.68,0.32
8.1,5,56,102,7.7,0.19,0.011,0.6,12.2,25,21,0.83,6.2,0.13,-0.35,49.9,1.33,2,3,0.068,37.2,0.72,0.47
6.0,18,77,99,1.0,0.5,0.083,0.77,12.0,24,23,0.96,6.9,0.09,0.05,40.3,1.64,4,3,0.027,30.0,0.8,0.35
14.4,15,76,177,6.7,0.16,0.223,0.6,15.4,33,27,0.82,4.4,0.1,0.34,39.3,1.81,1,3,0.072,52.8,0.71,0.32
9.9,14,75,60,5.2,0.38,0.047,1.23,18.1,27,24,0.9,5.4,0.09,0.1,41.6,1.63,3,2,0.064,47.3,0.78,0.28
2.0,8,80,40,13.1,0.24,0.238,1.4,5.3,30,25,0.84,2.5,0.13,0.45,39.1,1.24,1,0,0.079,54.1,0.74,0.15
8.6,6,81,109,6.6,0.38,0.179,0.74,6.4,39,34,0.88,4.6,0.17,-0.6,37.0,2.17,4,1,0.066,53.3,0.68,0.46
6.0,7,69,88,14.4,0.31,0.013,0.78,10.4,26,19,0.71,1.4,0.26,-0.05,44.9,2.84,1,1,0.032,32.8,0.59,0.23
10.6,10,111,109,17.0,0.22,0.093,1.01,27.8,24,20,0.84,6.3,0.18,-0.28,35.0,2.25,3,0,0.009,30.0,0.67,0.45
5.6,12,50,117,13.9,0.07,0.151,0.6,10.7,28,24,0.87,5.4,0.15,-0.31,39.1,1.32,5,2,0.07,43.4,0.72,0.44
7.7,10,61,138,8.9,0.26,0.144,0.6,11.4,26,22,0.85,3.3,0.06,0.44,36.6,1.75,1,0,0.046,42.3,0.83,0.25
9.5,10,149,54,10.7,0.36,0.074,1.4,15.1,32,31,0.95,11.4,0.04,-0.02,42.6,1.78,5,1,0.069,47.5,0.74,0.3
10.6,20,54,83,2.4,0.26,0.038,0.64,16.9,22,17,0.79,5.3,0.12,-0.12,35.0,2.3,1,0,0.031,67.8,0.67,0.4
4.4,10,46,112,9.3,0.13,0.1,0.6,12.8,23,22,0.97,6.9,0.05,0.15,44.2,1.33,0,4,0.002,44.3,0.81,0.21
7.0,7,98,123,5.7,0.21,0.114,0.79,17.8,27,22,0.82,4.1,0.14,-0.69,44.6,1.02,2,3,0.004,55.4,0.64,0.44
6.6,12,28,165,13.5,0.63,0.041,0.6,6.0,28,25,0.91,4.8,0.15,0.36,35.5,2.07,2,0,0.054,50.7,0.78,0.26
6.0,16,74,128,22.9,0.36,0.032,0.6,8.2,21,15,0.73,7.0,0.26,0.41,42.8,1.7,4,1,0.009,30.0,0.63,0.28
13.3,11,133,98,12.5,0.28,0.139,1.34,17.8,25,19,0.76,5.0,0.2,0.17,44.1,0.95,1,1,0.06,30.0,0.67,0.43
9.2,8,41,73,1.0,0.12,0.06,0.6,12.1,21,19,0.93,6.0,0.13,0.09,45.8,1.85,6,2,0.034,62.3,0.78,0.4
4.2,8,30,83,8.2,0.45,0.359,0.6,5.7,26,18,0.7,8.4,0.25,-0.22,36.1,2.42,1,1,0.045,31.8,0.52,0.33
10.8,9,42,82,10.6,0.47,0.192,0.6,5.4,27,27,0.99,4.4,0.05,-0.28,35.6,1.15,1,0,0.064,50.5,0.68,0.5
14.4,8,102,119,10.4,0.52,0.037,0.85,7.9,22,17,0.76,2.0,0.27,0.19,48.0,1.05,3,0,0.02,30.0,0.63,0.43
11.1,14,108,107,6.3,0.29,0.063,1.0,12.0,29,28,0.97,1.4,0.01,0.36,38.7,1.52,3,0,0.033,56.2,0.83,0.26
3.4,12,67,60,11.2,0.71,0.061,1.1,14.3,33,28,0.85,10.3,0.08,0.16,39.9,1.84,3,2,0.058,48.7,0.7,0.17
6.5,6,97,86,3.8,0.45,0.069,1.11,10.4,26,23,0.87,8.8,0.19,0.01,44.5,1.46,3,0,0.073,40.5,0.67,0.35
11.8,9,114,126,5.3,0.21,0.057,0.9,13.9,27,20,0.73,8.0,0.3,-0.11,37.3,2.07,1,0,0.023,55.0,0.64,0.35
5.9,7,124,110,13.2,0.17,0.394,1.12,9.8,18,15,0.81,4.7,0.15,-0.21,40.9,1.63,3,0,0.05,48.9,0.6,0.43
9.3,12,73,117,4.9,0.25,0.129,0.62,18.1,13,10,0.75,2.0,0.27,0.58,45.6,2.01,1,0,0.076,34.2,0.72,0.34
10.3,9,22,111,12.7,0.27,0.026,0.6,24.8,23,20,0.86,5.2,0.19,-0.18,36.3,1.14,4,0,0.052,45.2,0.77,0.37
5.2,11,59,148,3.2,0.18,0.012,0.6,10.0,26,22,0.87,5.7,0.14,-0.17,40.0,0.89,0,2,0.071,55.0,0.69,0.22
7.8,13,69,107,18.8,0.54,0.16,0.64,14.4,27,25,0.91,2.6,0.1,0.34,37.5,1.33,1,2,0.075,61.6,0.7,0.27
2.0,11,73,88,6.1,0.17,0.399,0.82,14.0,17,16,0.96,1.6,0.09,0.0,38.9,0.83,1,1,0.074,43.1,0.71,0.35
4.9,12,75,72,8.9,0.34,0.282,1.03,12.7,27,23,0.84,1.0,0.24,-0.14,46.7,1.7,0,1,0.061,71.8,0.67,0.33
7.2,14,107,107,11.7,0.47,0.122,0.99,15.3,21,16,0.77,8.0,0.22,0.3,47.6,0.49,2,1,0.044,33.8,0.71,0.37
4.3,12,111,30,7.2,0.26,0.048,1.4,14.4,26,21,0.8,2.4,0.13,0.17,43.0,1.27,1,1,0.008,30.0,0.74,0.28
12.9,12,75,94,10.7,0.34,0.087,0.79,9.6,20,19,0.95,6.9,0.0,0.32,44.1,1.36,4,2,0.018,30.0,0.78,0.41
3.7,13,107,93,12.9,0.55,0.044,1.14,18.6,29,22,0.74,4.8,0.22,-0.55,44.0,0.98,0,2,0.02,44.9,0.6,0.4
6.7,10,88,59,14.8,0.07,0.13,1.4,13.0,28,25,0.89,7.8,0.07,0.16,39.3,1.35,3,3,0.003,45.2,0.68,0.31
8.4,14,81,72,14.0,0.18,0.12,1.11,10.1,21,15,0.7,7.0,0.21,-0.41,43.0,1.5,6,1,0.008,46.9,0.62,0.48
12.3,11,102,124,9.1,0.54,0.313,0.82,24.2,25,19,0.77,5.3,0.3,-0.34,36.8,2.13,3,2,0.024,35.0,0.57,0.56
3.7,9,81,106,9.3,0.04,0.024,0.76,11.4,26,23,0.88,6.4,0.15,0.0,38.2,0.98,0,0,0.007,78.4,0.74,0.28
11.5,11,131,103,21.7,0.47,0.075,1.26,13.3,23,19,0.84,5.7,0.14,-0.05,41.7,1.68,3,0,0.014,67.7,0.68,0.49
8.0,15,44,109,14.7,0.75,0.038,0.6,12.9,17,14,0.85,4.2,0.15,0.15,37.8,1.78,0,1,0.004,30.0,0.73,0.25
5.1,12,67,102,5.4,0.06,0.128,0.65,11.4,25,22,0.9,8.9,0.01,0.32,36.9,1.49,2,1,0.033,43.5,0.8,0.19
9.4,13,76,137,10.5,0.17,0.088,0.6,14.2,36,28,0.77,4.7,0.29,0.07,39.2,1.25,4,2,0.066,45.7,0.65,0.34
8.6,9,90,103,8.3,0.55,0.218,0.87,7.8,21,16,0.78,5.7,0.12,-0.42,46.6,0.93,3,0,0.065,55.3,0.6,0.48
6.2,14,111,56,9.3,0.2,0.137,1.4,15.0,28,25,0.91,1.8,0.12,0.69,48.2,2.45,4,0,0.072,30.0,0.79,0.28
8.2,16,79,148,3.9,0.24,0.114,0.6,5.0,32,28,0.86,6.8,0.05,0.05,41.9,1.54,1,2,0.06,30.0,0.7,0.28
6.8,10,44,111,7.9,0.43,0.344,0.6,5.5,21,15,0.7,4.2,0.27,0.19,44.3,1.34,2,0,0.02,30.0,0.61,0.41
8.3,11,101,82,19.1,0.29,0.174,1.22,21.1,17,15,0.9,4.6,0.16,-0.82,39.7,2.56,5,1,0.056,67.6,0.69,0.61
10.0,12,98,62,12.9,0.18,0.111,1.4,5.7,20,18,0.89,3.5,0.03,-0.01,35.0,1.61,1,1,0.06,35.2,0.67,0.35
12.8,11,31,111,1.0,0.26,0.048,0.6,5.0,27,20,0.72,5.6,0.27,-0.61,38.4,2.77,2,0,0.043,57.1,0.61,0.62
4.3,17,79,96,16.1,0.1,0.043,0.81,5.8,29,27,0.92,1.0,0.11,-0.27,40.8,0.79,0,2,0.065,53.8,0.71,0.37
14.4,11,40,147,15.4,0.06,0.195,0.6,20.7,27,23,0.86,8.0,0.17,-0.05,42.6,1.38,1,0,0.006,42.3,0.68,0.51
2.1,22,63,89,8.2,0.34,0.092,0.7,5.0,25,19,0.76,5.9,0.24,-0.24,41.6,0.81,2,3,0.048,57.4,0.65,0.33
7.5,14,57,74,13.6,0.24,0.099,0.76,7.2,30,26,0.87,4.6,0.16,0.34,40.9,1.44,2,2,0.038,30.0,0.75,0.24
9.8,11,100,126,5.7,0.07,0.149,0.79,5.0,21,18,0.88,1.4,0.09,0.54,39.7,1.44,4,0,0.064,37.9,0.81,0.24
8.8,13,82,127,7.6,0.18,0.198,0.64,10.6,24,23,0.98,7.3,0.12,-0.31,43.4,1.27,0,2,0.01,30.0,0.69,0.45
6.1,9,47,105,17.5,0.14,0.197,0.6,9.8,26,24,0.92,4.1,0.0,-0.05,36.5,1.53,5,0,0.017,46.5,0.73,0.4
7.4,11,102,120,8.6,0.51,0.126,0.84,9.6,23,18,0.79,9.9,0.27,-0.48,45.2,1.3,1,2,0.045,33.1,0.65,0.44
6.5,11,44,98,1.0,0.1,0.058,0.6,21.3,29,21,0.74,7.5,0.27,0.17,39.7,1.44,0,1,0.076,77.8,0.66,0.27
6.2,14,88,107,9.7,0.45,0.226,0.81,6.0,23,22,0.96,10.6,0.07,0.07,50.0,1.12,1,0,0.007,45.9,0.77,0.33
10.5,14,59,134,9.6,0.25,0.07,0.6,11.5,19,18,0.95,6.4,0.09,0.02,40.7,2.22,0,2,0.059,57.3,0.79,0.43
9.1,9,70,118,16.0,0.31,0.095,0.6,13.7,31,23,0.75,9.2,0.28,-0.08,40.1,0.95,1,1,0.016,54.8,0.67,0.43
5.9,12,92,94,10.1,0.37,0.132,0.97,7.1,29,21,0.72,7.4,0.24,-0.23,39.7,1.61,1,1,0.008,43.8,0.61,0.33
10.7,15,93,140,7.9,0.21,0.23,0.66,14.4,27,25,0.91,4.6,0.07,-0.23,40.1,0.9,5,2,0.032,59.9,0.7,0.37
8.9,12,113,30,15.2,0.63,0.1,1.4,10.0,20,18,0.92,6.6,0.01,0.1,44.4,1.08,2,3,0.047,45.5,0.79,0.35
10.4,15,77,161,10.6,0.23,0.237,0.6,13.9,22,17,0.75,3.5,0.23,-0.21,41.8,1.14,2,0,0.066,52.1,0.62,0.51
9.9,15,87,48,6.2,0.3,0.034,1.4,11.5,29,26,0.9,12.2,0.12,0.09,45.9,1.43,0,2,0.051,80.4,0.74,0.37
5.5,8,69,81,15.8,0.12,0.005,0.84,5.0,33,26,0.78,5.7,0.25,-0.64,43.9,1.59,2,0,0.039,47.9,0.63,0.42
6.3,13,84,98,11.0,0.41,0.136,0.85,18.5,30,23,0.78,6.1,0.24,-0.09,42.1,0.95,1,1,0.023,37.1,0.62,0.37
10.2,8,90,95,10.0,0.07,0.108,0.94,22.4,32,26,0.8,7.2,0.11,-0.22,43.5,1.29,1,0,0.023,34.4,0.66,0.43
9.8,13,77,130,10.9,0.27,0.127,0.6,11.1,30,26,0.86,2.7,0.12,0.03,46.8,1.0,5,0,0.062,43.8,0.71,0.35
7.9,17,34,68,4.6,0.26,0.311,0.6,7.5,26,24,0.94,10.0,0.03,0.35,44.6,0.98,3,1,0.009,46.8,0.77,0.4
8.4,13,88,107,7.4,0.22,0.038,0.81,19.5,19,16,0.85,2.9,0.08,-0.15,43.1,2.07,2,1,0.012,45.9,0.7,0.34
11.8,12,89,82,10.0,0.37,0.23,1.07,21.5,21,17,0.79,2.2,0.17,0.29,43.7,0.8,4,3,0.058,30.0,0.68,0.36
6.2,9,62,108,9.0,0.52,0.069,0.6,11.2,25,24,0.97,5.5,0.03,-0.46,37.4,1.54,0,2,0.077,30.0,0.71,0.41
9.6,10,47,98,16.4,0.02,0.036,0.6,10.9,25,18,0.72,2.2,0.3,0.26,50.0,2.35,3,0,0.01,30.5,0.72,0.3
7.4,9,116,102,11.1,0.35,0.049,1.13,11.6,18,17,0.94,10.7,0.01,0.46,44.1,2.1,1,0,0.049,45.9,0.74,0.21
7.3,17,92,83,14.3,0.45,0.105,1.1,5.0,29,27,0.94,5.3,0.01,-0.17,44.5,1.71,4,0,0.019,45.9,0.76,0.47
11.3,8,74,84,10.0,0.12,0.056,0.87,10.5,22,17,0.78,1.0,0.19,-0.36,41.9,1.49,1,2,0.002,51.8,0.65,0.56
10.5,14,51,108,15.3,0.31,0.034,0.6,20.6,30,23,0.76,6.6,0.26,-0.61,35.0,1.87,4,1,0.067,50.4,0.6,0.54
10.4,15,59,128,12.0,0.2,0.069,0.6,11.2,27,26,0.96,7.7,0.1,0.28,40.9,1.68,2,1,0.041,37.5,0.78,0.38
11.9,14,112,82,10.1,0.52,0.155,1.35,6.8,19,16,0.87,4.7,0.13,-0.13,42.3,2.21,3,0,0.002,30.0,0.72,0.54
8.1,19,83,73,9.9,0.2,0.161,1.12,14.5,13,9,0.71,1.9,0.21,-0.24,38.7,1.43,2,0,0.072,52.8,0.64,0.51
10.0,10,66,118,5.2,0.37,0.117,0.6,8.7,17,16,0.97,5.7,0.0,-0.24,38.7,2.0,1,1,0.043,48.4,0.69,0.49
7.1,8,92,99,12.5,0.32,0.286,0.92,11.7,23,19,0.8,4.6,0.2,0.44,40.6,1.34,1,2,0.059,30.0,0.77,0.31
9.0,9,59,124,9.8,0.37,0.086,0.6,5.7,26,21,0.8,3.1,0.25,-0.44,45.1,2.45,2,1,0.034,54.4,0.64,0.52
7.6,9,117,72,7.5,0.41,0.075,1.4,6.8,27,24,0.89,2.8,0.2,-0.09,47.0,1.42,0,1,0.015,59.4,0.72,0.36
8.3,15,113,46,15.5,0.32,0.09,1.4,15.7,22,20,0.9,6.5,0.04,0.12,42.7,0.69,1,2,0.037,56.8,0.71,0.35
9.8,11,68,84,3.7,0.36,0.103,0.8,12.6,14,11,0.81,8.7,0.2,-0.22,39.7,1.54,0,3,0.023,59.5,0.65,0.44
5.5,9,64,77,7.9,0.47,0.131,0.82,8.1,30,22,0.74,7.4,0.21,-0.29,40.6,1.88,1,2,0.024,33.7,0.67,0.36
14.3,10,20,97,15.1,0.39,0.103,0.6,12.6,33,29,0.87,1.0,0.09,-0.1,42.4,2.31,4,1,0.052,57.8,0.71,0.49
5.0,17,42,80,11.6,0.51,0.09,0.6,9.0,31,28,0.89,7.8,0.06,0.21,42.9,1.0,3,2,0.008,42.6,0.77,0.32
4.4,9,46,122,9.8,0.11,0.096,0.6,8.1,21,20,0.96,8.3,0.03,-0.03,43.7,0.63,0,0,0.032,75.7,0.75,0.25
11.5,5,83,91,11.3,0.38,0.072,0.9,17.8,31,26,0.85,10.2,0.11,0.48,40.2,1.75,2,0,0.044,58.4,0.82,0.32
10.4,9,71,104,10.9,0.17,0.08,0.68,15.9,17,15,0.89,3.2,0.23,-0.36,44.1,1.73,3,1,0.057,51.4,0.67,0.42
9.9,11,46,104,2.4,0.48,0.127,0.6,11.9,27,19,0.72,5.8,0.26,0.07,43.8,0.79,1,1,0.051,70.7,0.68,0.3
9.9,15,72,105,8.3,0.14,0.24,0.68,12.7,32,31,0.97,7.7,0.08,-0.51,40.4,1.34,0,1,0.071,37.4,0.69,0.59
8.0,10,92,99,18.1,0.54,0.147,0.92,12.0,23,18,0.8,4.4,0.17,-0.3,35.1,1.36,3,1,0.079,53.3,0.65,0.47
5.3,9,93,115,6.7,0.33,0.078,0.8,14.4,31,28,0.89,7.7,0.22,-0.37,38.5,1.91,1,2,0.075,78.5,0.68,0.33
8.2,15,32,76,8.4,0.54,0.118,0.6,8.0,22,21,0.97,5.9,0.04,-0.27,48.3,1.29,1,0,0.061,57.2,0.76,0.45
6.0,15,76,141,7.3,0.62,0.139,0.6,16.3,27,25,0.94,3.5,0.1,0.09,35.2,1.28,3,0,0.055,47.3,0.77,0.27
10.9,16,45,92,9.6,0.29,0.08,0.6,13.8,25,22,0.89,3.7,0.08,-0.01,47.3,1.56,0,1,0.003,41.0,0.72,0.42
7.6,13,102,60,7.1,0.27,0.069,1.4,10.7,26,24,0.91,9.7,0.14,-0.72,35.1,0.81,4,0,0.043,30.5,0.7,0.43
5.5,16,99,105,12.4,0.37,0.077,0.93,9.6,19,19,0.98,3.0,0.04,0.66,38.9,2.45,1,1,0.053,40.7,0.8,0.18
7.0,15,57,74,11.0,0.33,0.306,0.76,16.2,24,23,0.94,2.5,0.04,0.12,40.5,1.97,4,0,0.033,32.7,0.71,0.35
9.2,14,60,119,13.9,0.31,0.276,0.6,11.2,25,22,0.88,7.0,0.06,0.04,49.1,1.15,3,0,0.031,41.5,0.71,0.48
6.3,9,68,166,4.7,0.5,0.077,0.6,8.5,23,21,0.9,5.9,0.09,0.4,42.1,0.94,2,1,0.043,43.3,0.79,0.32
5.5,10,23,76,8.3,0.5,0.022,0.6,10.1,32,24,0.74,2.1,0.24,0.16,41.1,0.98,2,1,0.073,59.8,0.64,0.27
8.7,15,88,109,8.9,0.12,0.33,0.8,15.8,23,19,0.84,4.4,0.2,-0.19,38.3,1.79,1,1,0.021,38.9,0.66,0.47
8.7,13,73,47,12.3,0.53,0.144,1.4,5.0,29,23,0.79,3.5,0.2,-0.68,44.1,0.99,0,0,0.032,36.1,0.57,0.5
6.5,11,104,113,6.0,0.04,0.262,0.91,10.2,23,19,0.83,4.1,0.07,0.19,39.9,1.38,1,3,0.052,58.3,0.7,0.33
6.6,14,52,73,14.6,0.19,0.365,0.7,17.4,29,26,0.9,13.6,0.13,-0.32,41.1,0.65,1,4,0.015,55.5,0.7,0.39
8.7,19,64,81,15.9,0.38,0.119,0.78,11.2,17,13,0.74,5.1,0.3,0.17,40.6,1.77,3,0,0.067,41.3,0.63,0.41
3.7,12,42,66,5.1,0.14,0.063,0.63,13.4,21,15,0.71,3.4,0.21,-0.34,44.9,1.79,0,2,0.053,54.0,0.57,0.29
